n	Session	accelerometer.seconds.Unix	accelerometer.accx.Average	accelerometer.accy.Average	accelerometer.accz.Average	accelerometer.accx.Average-All	events.type	events.description
1	16033	1497119675	0.74267578125	4.3076171875	8.30615234375	9.4308660741705		
2	16033	1497119676	0.99400252525253	3.6947206439394	8.5374842171717	9.465279405375		
3	16033	1497119677	0.50208849009901	3.9488319925743	8.3171797648515	9.2666233894603		
4	16033	1497119678	0.6316015625	4.071953125	8.1934375	9.2491047768936		
5	16033	1497119679	0.46346275252525	2.1450441919192	9.028685290404	9.3238288642586		
6	16033	1497119680	0.2771484375	3.09578125	8.714296875	9.2653831321127		
7	16033	1497119681	0.18655303030303	2.7527225378788	8.8264678030303	9.2510227576693		
8	16033	1497119682	0.42589962121212	1.6488715277778	9.1418481691919	9.366952966207		
9	16033	1497119683	0.38421875	1.7293359375	9.1737109375	9.3593736384191		
10	16033	1497119684	0.12910554846939	1.5518176020408	9.2293925382653	9.3609772768337		
11	16033	1497119685	0.2618359375	1.2552734375	9.26234375	9.3525939983597		
12	16033	1497119686	0.25075733418367	1.0911989795918	9.3500876913265	9.420330655123		
13	16033	1497119687	0.19262941919192	1.5172821969697	9.2120422979798	9.3418317211361		
14	16033	1497119688	0.032216494845361	1.5918572809278	9.2091655927835	9.3460006224833		
15	16033	1497119689	0.13411458333333	1.5292771464646	9.2015467171717	9.3322053828369		
16	16033	1497119690	0.63453125	0.7375	9.4641796875	9.537209478054		
17	16033	1497119691	0.46638257575758	0.30788352272727	9.4378156565657	9.4558971176076		
18	16033	1497119692	0.28009406887755	0.10642538265306	9.4703045280612	9.4770068904744		
19	16033	1497119693	0.095722853535354	0.054805871212121	9.5242266414141	9.5254153721526		
20	16033	1497119694	0.2459765625	0.430703125	9.405546875	9.4252975977057		
21	16033	1497119695	0.7377734375	0.42546875	9.4731640625	9.520569658339		
22	16033	1497119696	0.930859375	0.455546875	9.274453125	9.3495528390378		
23	16033	1497119697	1.4516256313131	0.4899384469697	9.2923768939394	9.4237773633296		
24	16033	1497119698	1.4487058080808	0.58416193181818	9.3028330176768	9.4358583402569		
25	16033	1497119699	0.69866071428571	0.91310586734694	9.3064413265306	9.3860899267162		
26	16033	1497119700	0.72518150252525	0.70746527777778	9.3697916666667	9.4257649364732		
27	16033	1497119701	0.7522490530303	0.64595170454545	9.3632417929293	9.4160170460345		
28	16033	1497119702	0.723984375	0.679609375	9.37125	9.4244215233391		
29	16033	1497119703	0.6746826171875	0.7662353515625	9.3833414713542	9.4417110737389		
30	16033	1497119704	0.6741796875	0.802890625	9.324765625	9.3848540469888		
31	16033	1497119705	0.89984375	0.8767578125	9.28953125	9.3803263139092		
32	16033	1497119706	0.82603092783505	0.80283505154639	9.3420989046392	9.4136100947303		
33	16033	1497119707	0.8308203125	1.016171875	9.3203515625	9.4772318256125		
34	16033	1497119708	0.66959313118812	0.1586478960396	9.4916073638614	9.5256377892606		
35	16033	1497119709	1.1123550257732	0.18097615979381	9.3888128221649	9.4608134849957		
36	16033	1497119710	0.84266707920792	0.26608910891089	9.4140625	9.4561987784087		
37	16033	1497119711	0.937265625	0.1922265625	9.3924609375	9.4412610756857		
38	16033	1497119712	0.94247159090909	0.2338226010101	9.4015151515152	9.4518295165038		
39	16033	1497119713	0.9032421875	0.2804296875	9.4076171875	9.4552681947851		
40	16033	1497119714	0.79651256443299	0.31878221649485	9.3945715206186	9.4339531066174		
41	16033	1497119715	0.57106218434343	0.36292613636364	9.4457465277778	9.4726785529861		
42	16033	1497119716	0.5754176980198	0.37206064356436	9.3739557549505	9.4040464294982		
43	16033	1497119717	0.536171875	0.336484375	9.42125	9.4471090893953		
44	16033	1497119718	0.7043359375	0.5055078125	9.44296875	9.5001491923497		
45	16033	1497119719	0.4458203125	0.8276171875	9.3364453125	9.3896488203269		
46	16033	1497119720	0.37234375	0.826953125	9.3616015625	9.405883863579		
47	16033	1497119721	0.41912468112245	0.83163265306122	9.3634406887755	9.4101576353218		
48	16033	1497119722	0.5530303030303	0.80563446969697	9.3564946338384	9.4078865444089		
49	16033	1497119723	0.53847064393939	0.72833806818182	9.3635969065657	9.4076328931753		
50	16033	1497119724	0.59307922979798	0.64034880050505	9.3833254419192	9.4243016609365		
51	16033	1497119725	0.63443023989899	0.5931976010101	9.3789457070707	9.4193615457032		
52	16033	1497119726	0.60626594387755	0.59367028061224	9.3674266581633	9.406051193899		
53	16033	1497119727	0.61134785353535	0.51763731060606	9.4057765151515	9.4400889330309		
54	16033	1497119728	0.61124674479167	0.51155598958333	9.4001871744792	9.4341662907729		
55	16033	1497119729	0.7404296875	0.621015625	9.3508203125	9.4097364895479		
56	16033	1497119730	0.85421875	0.7107421875	9.4237890625	9.5050016510911		
57	16033	1497119731	0.907421875	1.071953125	9.5753515625	9.7224668535763		
58	16033	1497119732	1.0212279040404	0.93276515151515	9.2033222853535	9.3439318320639		
59	16033	1497119733	0.16674558080808	1.1059422348485	9.3409485479798	9.4140196025574		
60	16033	1497119734	0.27722772277228	0.80840037128713	9.3620436262376	9.4155797547988		
61	16033	1497119735	0.91244476010101	1.0912642045455	9.5417455808081	9.7489275058667		
62	16033	1497119736	1.343984375	1.32546875	8.9165234375	9.1693344943891	s	e
63	16033	1497119737	0.9709375	0.59890625	9.636328125	9.7291189657703		
64	16033	1497119738	0.4870703125	0.9787890625	9.378984375	9.4672720973184		
65	16033	1497119739	0.95667613636364	0.92660984848485	9.5707859848485	9.707919133961		
66	16033	1497119740	1.0536328125	3.0923046875	8.6063671875	9.3994377501659		
67	16033	1497119741	0.7008203125	2.1490625	9.069296875	9.3716941354038		
68	16033	1497119742	0.81190210459184	2.4582669005102	8.8230229591837	9.277114380232		
69	16033	1497119743	0.8076171875	2.0659765625	9.253125	9.5866037907661		
70	16033	1497119744	1.4308434311224	5.0232780612245	7.1308195153061	9.0469768663392		
71	16033	1497119745	0.81652582908163	3.1137197066327	8.7224968112245	9.3672320890429		
72	16033	1497119746	1.133083230198	2.1755878712871	8.9808941831683	9.4082714658254		
73	16033	1497119747	0.606875	0.772734375	9.3791796875	9.4547577563608		
74	16033	1497119748	0.2961328125	0.834921875	9.391328125	9.4352295533216		
75	16033	1497119749	0.19658801020408	0.759765625	9.3694993622449	9.4026951929118		
76	16033	1497119750	0.19658801020408	0.68435108418367	9.4038982780612	9.430959479394		
77	16033	1497119751	0.045178345959596	0.62910353535354	9.4051846590909	9.4266706593941		
78	16033	1497119752	0.0990625	0.6494921875	9.3990234375	9.4223664976355		
79	16033	1497119753	0.265625	0.70056029040404	9.3826546717172	9.41355401122		
80	16033	1497119754	0.3707350127551	0.7867506377551	9.3724489795918	9.4164046573315		
81	16033	1497119755	0.46298926767677	0.74072758838384	9.3825757575758	9.4235509284352		
82	16033	1497119756	0.48504577020202	0.69815340909091	9.3764993686869	9.4151446633289		
83	16033	1497119757	0.433046875	0.705859375	9.3808203125	9.4180473187556		
84	16033	1497119758	0.25844381313131	0.81786616161616	9.3565340909091	9.3981885454938		
85	16033	1497119759	0.19862085459184	0.82166772959184	9.3762755102041	9.4167169701592		
86	16033	1497119760	0.16860006313131	0.67664930555556	9.3971354166667	9.426691264353		
87	16033	1497119761	0.087709407216495	0.59741462628866	9.4113240979381	9.4308441774347		
88	16033	1497119762	0.087910760309278	0.63486630154639	9.3997261597938	9.4216589693676		
89	16033	1497119763	0.051788015463918	0.59753543814433	9.4044780927835	9.4237209222486		
90	16033	1497119764	0.065853851010101	0.64642518939394	9.4045138888889	9.4271620459464		
91	16033	1497119765	0.060132575757576	0.67416351010101	9.3968986742424	9.4213600100622		
92	16033	1497119766	0.060921717171717	0.63640309343434	9.4016335227273	9.4234728220861		
93	16033	1497119767	0.071986607142857	0.607421875	9.4086814413265	9.4286445929383		
94	16033	1497119768	0.1154908459596	0.6049163510101	9.4200599747475	9.4412243056186		
95	16033	1497119769	0.2517578125	0.5917578125	9.4116015625	9.4352689926448		
96	16033	1497119770	0.33905460858586	0.50583964646465	9.4093276515152	9.4296657574981		
97	16033	1497119771	0.36762152777778	0.46066130050505	9.4194681186869	9.4382634492181		
98	16033	1497119772	0.34052835051546	0.50257731958763	9.4170022551546	9.4374109754473		
99	16033	1497119773	0.285	0.563203125	9.4012890625	9.4226989236472		
100	16033	1497119774	0.19606218434343	0.55800189393939	9.404632260101	9.4234969836345		
101	16033	1497119775	0.8108428030303	0.60448232323232	9.374053030303	9.4374928875266	s	d
102	16033	1497119776	1.1056621287129	0.48893873762376	9.3942218440594	9.4804307014915		
103	16033	1497119777	0.53999837239583	0.268798828125	9.4698893229167	9.499420346868		
104	16033	1497119778	0.95876736111111	0.46109532828283	9.3987926136364	9.4738434337393		
105	16033	1497119779	0.28270991161616	0.30543718434343	9.4167455808081	9.4318569184434		
106	16033	1497119780	0.15617108585859	0.69953440656566	9.3847853535354	9.418763057099		
107	16033	1497119781	0.086216517857143	0.81640625	9.3871173469388	9.4240975675983		
108	16033	1497119782	0.61454387626263	0.56660353535354	9.401002209596	9.452167699221		
109	16033	1497119783	0.4171484375	0.555078125	9.4127734375	9.442435855028		
110	16033	1497119784	0.531640625	0.3694921875	9.440234375	9.4634753233424		
111	16033	1497119785	0.54999210858586	0.34110637626263	9.4369870580808	9.4598419061		
112	16033	1497119786	0.47920612373737	0.38443023989899	9.4356060606061	9.4563579335341		
113	16033	1497119787	0.43296875	0.2758203125	9.4503515625	9.4654992522215		
114	16033	1497119788	0.34588068181818	0.15439551767677	9.4562421085859	9.4662594397309		
115	16033	1497119789	0.27833017676768	0.15080492424242	9.4718671085859	9.4796645186584		
116	16033	1497119790	0.27769886363636	0.20939867424242	9.4631470959596	9.4741145265345		
117	16033	1497119791	0.226953125	0.3609765625	9.4397265625	9.4523438133064		
118	16033	1497119792	0.080390625	0.4640625	9.424140625	9.4368009797932		
119	16033	1497119793	0.0440625	0.443671875	9.429375	9.4405054534098		
120	16033	1497119794	0.0846875	0.4065625	9.4146875	9.4259404555825		
121	16033	1497119795	0.345078125	0.46125	9.4582421875	9.4883015177601		
122	16033	1497119796	0.23058832908163	0.42024075255102	9.4375797193878	9.4534734716902		
123	16033	1497119797	0.08577806122449	0.46121651785714	9.4373007015306	9.4498354844977		
124	16033	1497119798	0.0833203125	0.630625	9.359375	9.3823349309445		
125	16033	1497119799	0.090080492424242	0.91086647727273	9.2765546085859	9.3233133675066		
126	16033	1497119800	0.16234375	0.941796875	9.2769140625	9.328342888916		
127	16033	1497119801	0.28171875	0.66	9.311328125	9.3452905194508		
128	16033	1497119802	0.36474116161616	0.52840909090909	9.3187342171717	9.3431443845116		
129	16033	1497119803	0.42215119949495	0.50800978535354	9.3317155934343	9.3558560220673		
130	16033	1497119804	0.40166613520408	0.49701052295918	9.3787866709184	9.4011782237995		
131	16033	1497119805	0.49265625	0.49234375	9.418828125	9.4450297218997		
132	16033	1497119806	0.3396484375	0.5959765625	9.3705859375	9.398541036267		
133	16033	1497119807	0.96961805555556	0.52296401515152	9.3746054292929	9.4415236663128		
134	16033	1497119808	0.96961805555556	0.5083648989899	9.4645675505051	9.528810135453		
135	16033	1497119809	0.95107323232323	0.50958806818182	9.502959280303	9.5649801478227		
136	16033	1497119810	0.8029296875	0.5615234375	9.5815625	9.6363929052739		
137	16033	1497119811	0.60314078282828	0.53559027777778	9.5748500631313	9.6102597308587		
138	16033	1497119812	0.44163830445545	0.57924659653465	9.5614170792079	9.5924342987468		
139	16033	1497119813	0.098254145408163	0.59474649234694	9.3974410076531	9.4191762790245		
140	16033	1497119814	0.0441796875	0.6012109375	9.4083203125	9.429228146826		
141	16033	1497119815	0.073035037878788	0.57950599747475	9.4149700126263	9.4373814901525		
142	16033	1497119816	0.071318069306931	0.62836478960396	9.4168471534653	9.440287536613		
143	16033	1497119817	0.091438137755102	0.62440210459184	9.3932557397959	9.4197579783217		
144	16033	1497119818	0.2214453125	0.5306640625	9.4382421875	9.4622032764525		
145	16033	1497119819	0.25603693181818	0.56514362373737	9.4392755681818	9.4672001395791		
146	16033	1497119820	0.43769728535354	0.78858901515152	9.4209674873737	9.4805117317482		
147	16033	1497119821	0.30417455808081	0.79269255050505	9.5057212752525	9.5517409226978		
148	16033	1497119822	0.27690972222222	0.74096433080808	9.543639520202	9.5848638561574		
149	16033	1497119823	0.5802734375	0.5434375	9.5184765625	9.5620876007917		
150	16033	1497119824	0.3055859375	0.241796875	9.5932421875	9.6091031986198		
151	16033	1497119825	0.22921875	0.265390625	9.41484375	9.4257612075189		
152	16033	1497119826	0.6125	0.228359375	9.3528125	9.3892373173334		
153	16033	1497119827	1.4394333964646	0.36122948232323	9.4121685606061	9.5511395861263		
154	16033	1497119828	0.3826171875	1.2605859375	9.3072265625	9.4090183557445		
155	16033	1497119829	0.5873828125	1.2408984375	9.315078125	9.4255904568511		
156	16033	1497119830	0.6697265625	1.271171875	9.266640625	9.3845686331225		
157	16033	1497119831	0.622890625	1.310078125	9.2290625	9.3497307912844		
158	16033	1497119832	0.6512890625	1.3395703125	9.285	9.4099629257987		
159	16033	1497119833	0.55192550505051	1.3195233585859	9.2201704545455	9.3362772577246		
160	16033	1497119834	0.50690498737374	1.3836410984848	9.2460542929293	9.365849995011		
161	16033	1497119835	0.4316796875	1.29765625	9.1937109375	9.2974448727746		
162	16033	1497119836	0.43359375	1.3712121212121	9.1462673611111	9.2622926239669		
163	16033	1497119837	0.48133680555556	1.3318734217172	9.2279829545455	9.3469586784487		
164	16033	1497119838	0.41678503787879	1.3090672348485	9.2255366161616	9.3341162613153		
