n	Session	accelerometer.seconds.Unix	accelerometer.accx.Average	accelerometer.accy.Average	accelerometer.accz.Average	accelerometer.accx.Average-All	events.type	events.description
1	16095	1497298144	0.077880859375	2.5877685546875	8.984375	9.3516652314395		
2	16095	1497298145	0.1887890625	2.3271875	9.0670703125	9.3727843218318		
3	16095	1497298146	1.2889030612245	2.9009088010204	8.7199856505102	9.3463337339148		
4	16095	1497298147	0.70545296717172	2.3414220328283	8.9660669191919	9.3191400339373		
5	16095	1497298148	0.52734375	2.2279177295918	9.0037468112245	9.3112935980682		
6	16095	1497298149	0.8383984375	2.21203125	9.004140625	9.3236750001713		
7	16095	1497298150	0.6005859375	2.36203125	9.007265625	9.3463078375859		
8	16095	1497298151	0.48375	1.2532421875	9.2903515625	9.4265392889992		
9	16095	1497298152	1.21203125	0.355	9.32953125	9.437953599174		
10	16095	1497298153	1.3140302835052	0.41829091494845	9.3140705541237	9.4284815589485		
11	16095	1497298154	1.1465830176768	0.61395202020202	9.3730271464646	9.4657964713764		
12	16095	1497298155	1.1270123106061	0.5134154040404	9.3498658459596	9.4321821277876		
13	16095	1497298156	1.0609611742424	0.41698232323232	9.3721985479798	9.4417301501217		
14	16095	1497298157	0.91829091494845	0.35562983247423	9.4126932989691	9.4672879836045		
15	16095	1497298158	0.2921875	0.57409539473684	9.3847861842105	9.408040372241		
16	16095	1497298159	0.2512890625	0.4199609375	9.4302734375	9.4433126292907		
17	16095	1497298160	0.3459765625	0.3862109375	9.4580078125	9.4789040166632		
18	16095	1497298161	0.38443023989899	0.16832386363636	9.4331991792929	9.4440939524697		
19	16095	1497298162	0.3334765625	0.0900390625	9.4737109375	9.4815994365945		
20	16095	1497298163	0.35669191919192	0.18477746212121	9.4590041035354	9.4682225030518		
21	16095	1497298164	0.35710299744898	0.17948820153061	9.4714604591837	9.4800794206207		
22	16095	1497298165	0.25116784793814	0.13438305412371	9.4625483247423	9.467120298851		
23	16095	1497298166	0.2175390625	0.1971875	9.471953125	9.4767836189999		
24	16095	1497298167	0.20754419191919	0.26203440656566	9.4666193181818	9.4727520093858		
25	16095	1497298168	0.19625946969697	0.24739583333333	9.4919507575758	9.4978324930568		
26	16095	1497298169	0.14537693298969	0.19615818298969	9.4571520618557	9.4604978333216		
27	16095	1497298170	0.12846779336735	0.20535714285714	9.4659598214286	9.4691548694251		
28	16095	1497298171	0.25125	0.4875	9.4366796875	9.4592964004946		
29	16095	1497298172	0.365078125	0.6816796875	9.4884375	9.5280855698917		
30	16095	1497298173	0.5384375	0.4980078125	9.549375	9.5857542300703		
31	16095	1497298174	0.7016015625	0.5097265625	9.5602734375	9.6191766208026		
32	16095	1497298175	0.74475220959596	0.79300820707071	9.4546638257576	9.533265076261		
33	16095	1497298176	0.3852734375	0.4705859375	9.503046875	9.5277220467186		
34	16095	1497298177	0.7732421875	0.5080859375	9.5375	9.5960573928964		
35	16095	1497298178	0.4447265625	0.3943359375	9.419765625	9.4483215100079		
36	16095	1497298179	0.241953125	0.2466015625	9.503671875	9.5144920758747		
37	16095	1497298180	0.53077651515152	0.30196496212121	9.4473248106061	9.484417690016		
38	16095	1497298181	0.36221590909091	0.16867897727273	9.4524147727273	9.4641843734061		
39	16095	1497298182	0.569296875	0.5264453125	9.467578125	9.5076624640904		
40	16095	1497298183	0.66984375	0.47359375	9.5005859375	9.5424363235418		
41	16095	1497298184	0.5061328125	0.4228515625	9.498046875	9.5247703428293		
42	16095	1497298185	0.56979955808081	0.47924558080808	9.4440498737374	9.4857213348242		
43	16095	1497298186	0.5444587628866	0.37765786082474	9.4693540592784	9.4936912237588		
44	16095	1497298187	0.5236328125	0.3423046875	9.50890625	9.5336679399572		
45	16095	1497298188	0.34781407828283	1.6200678661616	9.1308791035354	9.2845373636296		
46	16095	1497298189	0.45033482142857	1.5595503826531	9.2094626913265	9.3518974557294		
47	16095	1497298190	0.49202806122449	1.2688536352041	9.1797672193878	9.2839507321118		
48	16095	1497298191	0.52619949494949	0.12361900252525	9.5561079545455	9.5732086215876		
49	16095	1497298192	0.55958017676768	0.11201862373737	9.4411300505051	9.4589042973447		
50	16095	1497298193	0.50757334183673	0.19706632653061	9.4316007653061	9.4475377814551		
51	16095	1497298194	0.4612890625	0.273828125	9.4425390625	9.4589592474286		
52	16095	1497298195	0.2619140625	0.2255859375	9.4342578125	9.4430000352293		
53	16095	1497298196	0.23287563131313	0.33132102272727	9.4241240530303	9.4336850456608		
54	16095	1497298197	0.2365234375	0.36234375	9.4555078125	9.4660802841661		
55	16095	1497298198	0.1985012755102	0.66509885204082	9.3550302933673	9.3880432640794		
56	16095	1497298199	0.1123550257732	0.66172680412371	9.3807586984536	9.4059114192374		
57	16095	1497298200	0.15023118622449	0.63069993622449	9.3957270408163	9.418690478935		
58	16095	1497298201	0.18438289141414	0.63948074494949	9.4043166035354	9.4293063701854		
59	16095	1497298202	0.1466015625	0.6742578125	9.3767578125	9.4033489148908		
60	16095	1497298203	0.2394921875	0.66171875	9.3862109375	9.4162222567776		
61	16095	1497298204	0.26838699494949	0.52158301767677	9.4258601641414	9.4481013333991		
62	16095	1497298205	0.19256218112245	0.41454081632653	9.4194435586735	9.4343304007483		
63	16095	1497298206	0.11126771907216	0.39139014175258	9.4444265463918	9.453895598574		
64	16095	1497298207	0.052479619565217	0.36124320652174	9.4375	9.4448485736313		
65	16095	1497298208	0.10953443877551	0.36236447704082	9.445631377551	9.4535262213668		
66	16095	1497298209	0.06103515625	0.3670654296875	9.4295247395833	9.4371081338297		
67	16095	1497298210	0.0301953125	0.310546875	9.4427734375	9.4481193814438		
68	16095	1497298211	0.031762941919192	0.2494476010101	9.4504419191919	9.4539058362692		
69	16095	1497298212	0.2791015625	0.3019921875	9.4352734375	9.4488590040801		
70	16095	1497298213	0.8028125	0.351015625	9.5296484375	9.5866334908864		
71	16095	1497298214	0.7778961489899	0.74964488636364	9.3332149621212	9.4184769131954		
72	16095	1497298215	0.741484375	0.38265625	9.532265625	9.5795921312882		
73	16095	1497298216	0.18484375	0.1722265625	9.4994921875	9.5056665458249		
74	16095	1497298217	0.2444365530303	0.051136363636364	9.4453125	9.4495912656464		
75	16095	1497298218	0.2591796875	0.0866796875	9.4387890625	9.4447800263047		
76	16095	1497298219	0.56115845959596	0.64654356060606	9.6697048611111	9.728554988736		
77	16095	1497298220	0.7950390625	0.9423046875	9.5137109375	9.631518994917		
78	16095	1497298221	0.8205859375	0.590234375	9.07890625	9.1622999068607		
79	16095	1497298222	1.0853125	0.764375	9.8055859375	9.9227718900543		
80	16095	1497298223	0.556875	0.7944140625	9.35859375	9.4409811157087		
81	16095	1497298224	0.66429924242424	0.53357796717172	9.4283065025253	9.4814038309025		
82	16095	1497298225	0.86399147727273	0.41595643939394	9.5319602272727	9.6097885858114		
83	16095	1497298226	0.4180078125	0.4309375	9.397890625	9.4271044938733		
84	16095	1497298227	0.6726171875	0.5534765625	9.500625	9.5587600981116		
85	16095	1497298228	0.68702651515152	0.8660827020202	9.3650173611111	9.4610529929019		
86	16095	1497298229	0.38222064393939	0.78590593434343	9.2648753156566	9.3183948928379		
87	16095	1497298230	0.66046875	0.7050390625	9.494375	9.5629322809749		
88	16095	1497298231	0.3643860479798	0.59690656565657	9.4633443813131	9.5054293975519		
89	16095	1497298232	1.1236190025253	0.6618529040404	9.3989898989899	9.5165149977097	s	e
90	16095	1497298233	0.68532538659794	0.66953930412371	9.4081829896907	9.4801870689665		
91	16095	1497298234	0.65258049242424	0.42929292929293	9.4136284722222	9.4725917690032		
92	16095	1497298235	0.96078125	0.528125	9.41890625	9.5368769342746		
93	16095	1497298236	0.97660235969388	0.80253507653061	9.5747767857143	9.7164716670972		
94	16095	1497298237	0.95640625	1.8133203125	9.325625	9.6370216166742		
95	16095	1497298238	1.430625	1.48875	9.4854296875	9.767897603638		
96	16095	1497298239	1.054609375	0.6957421875	9.5030078125	9.6089195751288		
97	16095	1497298240	0.76487531565657	0.82122001262626	9.3874684343434	9.4626974661285	s	d
98	16095	1497298241	0.3361328125	0.330390625	9.5091015625	9.5317902538788		
99	16095	1497298242	0.68375157828283	0.51866319444444	9.4618450126263	9.5391601156304		
100	16095	1497298243	0.8136047979798	0.73425662878788	9.6519097222222	9.7518863904639		
101	16095	1497298244	1.264296875	1.1089453125	8.9640625	9.2166739607514		
102	16095	1497298245	2.3419921875	1.9086328125	10.3423828125	11.150863487012		
103	16095	1497298246	0.28342013888889	0.51081123737374	9.6020754419192	9.621778818308		
104	16095	1497298247	0.14003314393939	0.54419191919192	9.5928819444444	9.6110539218971		
