n	Session	accelerometer.seconds.Unix	accelerometer.accx.Average	accelerometer.accy.Average	accelerometer.accz.Average	accelerometer.accx.Average-All	events.type	events.description
1	16074	1497258683	0.414794921875	4.801025390625	8.49365234375	9.7725972745968		
2	16074	1497258684	0.83692392676768	5.1693892045455	7.4647648358586	9.1511632348463		
3	16074	1497258685	0.6382421875	5.215703125	7.4933203125	9.161399555014		
4	16074	1497258686	0.419453125	5.0528515625	7.554375	9.1053538559539		
5	16074	1497258687	0.6076783459596	5.3270202020202	7.4311868686869	9.1682933805028		
6	16074	1497258688	0.44736426767677	5.0497159090909	7.6208964646465	9.1623017666755		
7	16074	1497258689	0.8744476010101	4.488952020202	7.7264046717172	9.0077859016593		
8	16074	1497258690	0.359375	3.740625	8.6243359375	9.4225292713683		
9	16074	1497258691	0.32189078282828	2.6311158459596	8.8956755050505	9.3015158207063		
10	16074	1497258692	0.43967461340206	1.225475193299	9.3321520618557	9.4233666277519		
11	16074	1497258693	0.4459765625	1.046640625	9.346015625	9.4152942756215		
12	16074	1497258694	0.43662308673469	1.0316884566327	9.3505261479592	9.4175066556926		
13	16074	1497258695	0.42645886479592	1.1000079719388	9.3342633928571	9.4086410395904		
14	16074	1497258696	0.43241373697917	1.1030680338542	9.3335774739583	9.4085881891014		
15	16074	1497258697	0.45559630102041	1.0597496811224	9.3486128826531	9.41958013445		
16	16074	1497258698	0.45228794642857	1.0695153061224	9.3413185586735	9.4132769130043		
17	16074	1497258699	0.45399305555556	1.0811631944444	9.3355902777778	9.4090094583738		
18	16074	1497258700	0.46261160714286	1.0707110969388	9.3397640306122	9.4123999087337		
19	16074	1497258701	0.48234215561224	1.0493861607143	9.3403220663265	9.4115535147018		
20	16074	1497258702	0.505859375	0.99386160714286	9.3476163903061	9.4139462843711		
21	16074	1497258703	0.49100748697917	1.0134684244792	9.3453776041667	9.4130544586954		
22	16074	1497258704	0.4964599609375	1.0701904296875	9.3346354166667	9.4090041805666		
23	16074	1497258705	0.48574420103093	1.1192010309278	9.321399806701	9.4010694183732		
24	16074	1497258706	0.51064253826531	1.0402582908163	9.3407605229592	9.412493626331		
25	16074	1497258707	0.49609375	1.034912109375	9.3394368489583	9.4097700903402		
26	16074	1497258708	0.4929049744898	1.0412547831633	9.3420360331633	9.4128658244174		
27	16074	1497258709	0.49045586340206	1.053600193299	9.3374677835052	9.4095649727112		
28	16074	1497258710	0.49146262886598	1.0509826030928	9.3350918170103	9.4069667854525		
29	16074	1497258711	0.6193970959596	1.0590277777778	9.3192866161616	9.4065082792345		
30	16074	1497258712	0.73983577806122	1.2469308035714	9.2623166454082	9.3860441609457		
31	16074	1497258713	0.7906640625	1.3897265625	9.2612890625	9.4061351874839		
32	16074	1497258714	0.49423926767677	1.4630287247475	9.2381234217172	9.381158070916		
33	16074	1497258715	0.54020675505051	1.0814393939394	9.1882496843434	9.2904166180264		
34	16074	1497258716	0.41848692602041	0.32051179846939	9.6157924107143	9.6438482109417		
35	16074	1497258717	0.037129934210526	0.10777138157895	9.5051809210526	9.5061250755797		
36	16074	1497258718	0.021085778061224	0.091757015306122	9.4795519770408	9.4800325255818		
37	16074	1497258719	0.01969068877551	0.092354910714286	9.4851721938776	9.4856574299612		
38	16074	1497258720	0.019699260752688	0.09332997311828	9.4821068548387	9.4825987197093		
39	16074	1497258721	0.01941043814433	0.094354059278351	9.4818379510309	9.4823380765633		
40	16074	1497258722	0.020990728021978	0.095037774725275	9.4825291895604	9.4830414645604		
41	16074	1497258723	0.021792763157895	0.095600328947368	9.4895970394737	9.4901163077706		
42	16074	1497258724	0.020749327956989	0.095430107526882	9.4914734543011	9.4919872200371		
43	16074	1497258725	0.022261424731183	0.09396001344086	9.4923555107527	9.4928574529736		
44	16074	1497258726	0.027625644329897	0.11042203608247	9.4895699097938	9.490603938071		
45	16074	1497258727	0.9899609375	0.52140625	9.4354296875	9.5469041409247		
46	16074	1497258728	0.5163671875	0.7820703125	9.36515625	9.4415472672488		
47	16074	1497258729	0.42613636363636	0.33806818181818	9.4613715277778	9.5037819981107		
48	16074	1497258730	0.26704915364583	0.24031575520833	9.4641927083333	9.4713046050937		
49	16074	1497258731	0.23947704081633	0.24226721938776	9.4638073979592	9.470120268994		
50	16074	1497258732	0.207109375	0.23265625	9.46546875	9.4707092963274		
51	16074	1497258733	0.19671875	0.231875	9.4562890625	9.4613714096728		
52	16074	1497258734	0.20587531887755	0.1988600127551	9.4632892219388	9.4677676775766		
53	16074	1497258735	0.1865234375	0.2101171875	9.4673046875	9.4715857283311		
54	16074	1497258736	0.17041015625	0.22880045572917	9.4597574869792	9.4641818356553		
55	16074	1497258737	0.408828125	0.306015625	9.4671875	9.4930097476983		
56	16074	1497258738	0.85515309343434	0.8403961489899	9.4575441919192	9.5768283990242		
57	16074	1497258739	0.93703125	0.8195703125	9.75375	9.8481239910037		
58	16074	1497258740	1.766966540404	1.4042771464646	9.4343434343434	9.8049452732241		
59	16074	1497258741	0.53859375	0.3962890625	8.873046875	8.914258844525		
60	16074	1497258742	1.4344618055556	0.68777619949495	9.2961647727273	9.4739700528174		
61	16074	1497258743	0.77375315656566	1.0043797348485	9.5327099116162	9.6691210537507		
62	16074	1497258744	1.6671796085859	0.69787720959596	9.2975852272727	9.5067390776033		
63	16074	1497258745	1.4041796875	0.776328125	9.302890625	9.4717169303665		
